,ELO cũ,,ELO cũ,Kết quả,ELO mới,ELO mới,Đã xử lý,,
longnt,1548,VitaminZ,1426,1,1558.601761,1415.398239,TRUE,Thắng,
longnt,1548,VitaminZ,1426,1,1558.601761,1415.398239,TRUE,Thắng,
Wisdom,1407,Lancelot,1619,0,1399.708118,1626.291882,TRUE,Thua,
Wisdom,1407,Lancelot,1619,0,1399.708118,1626.291882,TRUE,Thua,
gobo2k,1332,hoanguyen,1323,1,1347.585627,1307.414373,TRUE,Thắng,
gobo2k,1332,hoanguyen,1323,0,1315.585627,1339.414373,TRUE,Thua,
gobo2k,1332,hoanguyen,1323,1,1347.585627,1307.414373,TRUE,Thắng,
socnho,1505,Ichiban,1785,1,1531.677199,1758.322801,TRUE,Thắng,
socnho,1505,Ichiban,1785,0,1499.677199,1790.322801,TRUE,Thua,
socnho,1505,Ichiban,1785,1,1531.677199,1758.322801,TRUE,Thắng,
Chairma,1359,LazyOldMan,1599,0,1352.57568,1605.42432,TRUE,Thua,
Chairma,1359,LazyOldMan,1599,0,1352.57568,1605.42432,TRUE,Thua,
osho,1788,Ragnar,1510,1,1793.374085,1504.625915,TRUE,Thắng,
osho,1788,Ragnar,1510,1,1793.374085,1504.625915,TRUE,Thắng,
Vinam,1653,Ninh,1740,0,1640.924806,1752.075194,TRUE,Thua,
Vinam,1653,Ninh,1740,0,1640.924806,1752.075194,TRUE,Thua,
Domi,1964,NghiaDepTrai,1262,1,1964.552817,1261.447183,TRUE,Thắng,
Domi,1964,NghiaDepTrai,1262,1,1964.552817,1261.447183,TRUE,Thắng,
osho,1788,Wisdom,1407,0,1759.211574,1435.788426,TRUE,Thua,
osho,1788,Wisdom,1407,1,1791.211574,1403.788426,TRUE,Thắng,
osho,1788,Wisdom,1407,1,1791.211574,1403.788426,TRUE,Thắng,
gobo2k,1332,Chairma,1359,1,1349.240899,1341.759101,TRUE,Thắng,
gobo2k,1332,Chairma,1359,0,1317.240899,1373.759101,TRUE,Thua,
gobo2k,1332,Chairma,1359,1,1349.240899,1341.759101,TRUE,Thắng,
Vinam,1653,socnho,1505,1,1662.568723,1495.431277,TRUE,Thắng,
Vinam,1653,socnho,1505,1,1662.568723,1495.431277,TRUE,Thắng,
Domi,1964,longnt,1548,1,1966.674516,1545.325484,TRUE,Thắng,
Domi,1964,longnt,1548,1,1966.674516,1545.325484,TRUE,Thắng,
Ragnar,1510,Lancelot,1619,0,1498.861185,1630.138815,TRUE,Thua,
Ragnar,1510,Lancelot,1619,0,1498.861185,1630.138815,TRUE,Thua,
NghiaDepTrai,1262,VitaminZ,1426,1,1285.037408,1402.962592,TRUE,Thắng,
NghiaDepTrai,1262,VitaminZ,1426,1,1285.037408,1402.962592,TRUE,Thắng,
LazyOldMan,1599,hoanguyen,1323,1,1604.425763,1317.574237,TRUE,Thắng,
LazyOldMan,1599,hoanguyen,1323,1,1604.425763,1317.574237,TRUE,Thắng,
Ninh,1740,Ichiban,1785,0,1726.060816,1798.939184,TRUE,Thua,
Ninh,1740,Ichiban,1785,0,1726.060816,1798.939184,TRUE,Thua,
Chairma,1359,VitaminZ,1426,1,1378.047777,1406.952223,TRUE,Thắng,
Chairma,1359,VitaminZ,1426,0,1346.047777,1438.952223,TRUE,Thua,
Chairma,1359,VitaminZ,1426,1,1378.047777,1406.952223,TRUE,Thắng,
osho,1788,Ichiban,1785,0,1771.861848,1801.138152,TRUE,Thua,
osho,1788,Ichiban,1785,0,1771.861848,1801.138152,TRUE,Thua,
Vinam,1653,hoanguyen,1323,1,1657.164802,1318.835198,TRUE,Thắng,
Vinam,1653,hoanguyen,1323,1,1657.164802,1318.835198,TRUE,Thắng,
Domi,1964,Lancelot,1619,1,1967.861851,1615.138149,TRUE,Thắng,
Domi,1964,Lancelot,1619,1,1967.861851,1615.138149,TRUE,Thắng,
LazyOldMan,1599,longnt,1548,1,1612.668088,1534.331912,TRUE,Thắng,
LazyOldMan,1599,longnt,1548,0,1580.668088,1566.331912,TRUE,Thua,
LazyOldMan,1599,longnt,1548,1,1612.668088,1534.331912,TRUE,Thắng,
Ragnar,1510,socnho,1505,1,1525.769757,1489.230243,TRUE,Thắng,
Ragnar,1510,socnho,1505,0,1493.769757,1521.230243,TRUE,Thua,
Ragnar,1510,socnho,1505,0,1493.769757,1521.230243,TRUE,Thua,
Zodiac,1533,gobo2k,1332,1,1540.654525,1324.345475,TRUE,Thắng,
Zodiac,1533,gobo2k,1332,1,1540.654525,1324.345475,TRUE,Thắng,
NghiaDepTrai,1262,Wisdom,1407,0,1252.315043,1416.684957,TRUE,Thua,
NghiaDepTrai,1262,Wisdom,1407,0,1252.315043,1416.684957,TRUE,Thua,----------------------
DAT93BP,1201,Prac800ic,1297,0,1189.311787,1308.688213,TRUE,Thua,x
DAT93BP,1201,Prac800ic,1297,0,1189.311787,1308.688213,TRUE,Thua,x
Ragnar,1510,Truongbaorong,1461,1,1523.75831,1447.24169,TRUE,Thắng,x
Ragnar,1510,Truongbaorong,1461,1,1523.75831,1447.24169,TRUE,Thắng,x
Ichiban,1785,gobo2k,1332,1,1787.19667,1329.80333,TRUE,Thắng,x
Ichiban,1785,gobo2k,1332,1,1787.19667,1329.80333,TRUE,Thắng,x
Ichiban,1785,NghiaDepTrai,1262,1,1786.502334,1260.497666,TRUE,Thắng,x
Ichiban,1785,NghiaDepTrai,1262,1,1786.502334,1260.497666,TRUE,Thắng,x
DAT93BP,1201,Kingtruong,1511,0,1196.400066,1515.599934,TRUE,Thua,x
DAT93BP,1201,Kingtruong,1511,0,1196.400066,1515.599934,TRUE,Thua,x
Truongbaorong,1461,Kingtruong,1511,0,1447.28682,1524.71318,TRUE,Thua,0
Truongbaorong,1461,Kingtruong,1511,0,1447.28682,1524.71318,TRUE,Thua,0
Ichiban,1785,Moon,1728,1,1798.398353,1714.601647,TRUE,Thắng,x
Ichiban,1785,Moon,1728,1,1798.398353,1714.601647,TRUE,Thắng,x
Domi,1964,longnt,1548,1,1966.674516,1545.325484,TRUE,Thắng,0
Domi,1964,longnt,1548,1,1966.674516,1545.325484,TRUE,Thắng,0
longnt,1548,Singlez,1819,0,1542.443314,1824.556686,TRUE,Thua,x
longnt,1548,Singlez,1819,0,1542.443314,1824.556686,TRUE,Thua,x
longnt,1548,Ragnar,1510,1,1562.25698,1495.74302,TRUE,Thắng,x
Ragnar,1510,longnt,1548,0,1495.74302,1562.25698,TRUE,Thua,x
socnho,1505,Truongbaorong,1461,1,1518.984489,1447.015511,TRUE,Thắng,x
socnho,1505,Truongbaorong,1461,1,1518.984489,1447.015511,TRUE,Thắng,x
Lancelot,1619,Prac800ic,1297,1,1623.334496,1292.665504,TRUE,Thắng,x
Lancelot,1619,Prac800ic,1297,1,1623.334496,1292.665504,TRUE,Thắng,x
Truongbaorong,1461,Datmm09,1112,1,1464.784341,1108.215659,TRUE,Thắng,x
Truongbaorong,1461,Datmm09,1112,1,1464.784341,1108.215659,TRUE,Thắng,x
Lancelot,1619,Truongbaorong,1461,1,1628.187131,1451.812869,TRUE,Thắng,x
Lancelot,1619,Truongbaorong,1461,1,1628.187131,1451.812869,TRUE,Thắng,x
Truongbaorong,1461,SieuTitMit,1431,0,1443.621872,1448.378128,TRUE,Thua,x
Truongbaorong,1461,SieuTitMit,1431,1,1475.621872,1416.378128,TRUE,Thắng,x
Truongbaorong,1461,SieuTitMit,1431,1,1475.621872,1416.378128,TRUE,Thắng,x
Ragnar,1510,Kingtruong,1511,1,1526.046052,1494.953948,TRUE,Thắng,0
Ragnar,1510,Kingtruong,1511,1,1526.046052,1494.953948,TRUE,Thắng,0
Lancelot,1619,2Life,1377,1,1625.36541,1370.63459,TRUE,Thắng,x
Lancelot,1619,2Life,1377,1,1625.36541,1370.63459,TRUE,Thắng,x
Ichiban,1785,Lancelot,1619,1,1793.888495,1610.111505,TRUE,Thắng,x
Ichiban,1785,Lancelot,1619,0,1761.888495,1642.111505,TRUE,Thua,x
Ichiban,1785,Lancelot,1619,1,1793.888495,1610.111505,TRUE,Thắng,x
Ichiban,1785,Kingtruong,1511,0,1758.477835,1537.522165,TRUE,Thua,x
Ichiban,1785,Kingtruong,1511,1,1790.477835,1505.522165,TRUE,Thắng,x
Ichiban,1785,Kingtruong,1511,1,1790.477835,1505.522165,TRUE,Thắng,x
Singlez,1819,Kingtruong,1511,1,1823.645466,1506.354534,TRUE,Thắng,x
Singlez,1819,Kingtruong,1511,1,1823.645466,1506.354534,TRUE,Thắng,x
Truongbaorong,1461,Fervis,1671,1,1485.643094,1646.356906,TRUE,Thắng,x
Truongbaorong,1461,Fervis,1671,0,1453.643094,1678.356906,TRUE,Thua,x
Truongbaorong,1461,Fervis,1671,0,1453.643094,1678.356906,TRUE,Thua,x
socnho,1505,Datmm09,1112,1,1508.017428,1108.982572,TRUE,Thắng,0
socnho,1505,Datmm09,1112,1,1508.017428,1108.982572,TRUE,Thắng,0
Lancelot,1619,Datmm09,1112,1,1620.639849,1110.360151,TRUE,Thắng,x
Lancelot,1619,Datmm09,1112,1,1620.639849,1110.360151,TRUE,Thắng,x
osho,1788,Chairma,1359,1,1790.496722,1356.503278,TRUE,Thắng,x
osho,1788,Chairma,1359,1,1790.496722,1356.503278,TRUE,Thắng,x
Lancelot,1619,socnho,1505,0,1597.930735,1526.069265,TRUE,Thua,x
Lancelot,1619,socnho,1505,0,1597.930735,1526.069265,TRUE,Thua,x
Ragnar,1510,Lancelot,1619,1,1530.861185,1598.138815,TRUE,Thắng,x
Ragnar,1510,Lancelot,1619,1,1530.861185,1598.138815,TRUE,Thắng,x
Truongbaorong,1461,Moon,1728,1,1487.336788,1701.663212,TRUE,Thắng,x
Truongbaorong,1461,Moon,1728,0,1455.336788,1733.663212,TRUE,Thua,x
Ichiban,1785,Ragnar,1510,1,1790.45175,1504.54825,TRUE,Thắng,x
Ichiban,1785,Ragnar,1510,1,1790.45175,1504.54825,TRUE,Thắng,x
Truongbaorong,1461,Afterall,1483,1,1478.011786,1465.988214,TRUE,Thắng,x
Truongbaorong,1461,Afterall,1483,0,1446.011786,1497.988214,TRUE,Thua,x
Truongbaorong,1461,Afterall,1483,0,1446.011786,1497.988214,TRUE,Thua,x
Singlez,1819,Truongbaorong,1461,1,1822.614857,1457.385143,TRUE,Thắng,0
Singlez,1819,Truongbaorong,1461,1,1822.614857,1457.385143,TRUE,Thắng,0
NghiaDepTrai,1262,Truongbaorong,1461,1,1286.278228,1436.721772,TRUE,Thắng,0
NghiaDepTrai,1262,Truongbaorong,1461,0,1254.278228,1468.721772,TRUE,Thua,0
NghiaDepTrai,1262,Truongbaorong,1461,1,1286.278228,1436.721772,TRUE,Thắng,0
socnho,1505,NghiaDepTrai,1262,1,1511.336107,1255.663893,TRUE,Thắng,0
socnho,1505,NghiaDepTrai,1262,1,1511.336107,1255.663893,TRUE,Thắng,0
Truongbaorong,1461,Moon,1728,1,1487.336788,1701.663212,TRUE,Thắng,x
Ragnar,1510,Afterall,1483,0,1492.759101,1500.240899,TRUE,Thua,x
Ragnar,1510,Afterall,1483,0,1492.759101,1500.240899,TRUE,Thua,x
SieuTitMit,1431,Moon,1728,0,1426.097389,1732.902611,TRUE,Thua,x
Moon,1728,SieuTitMit,1431,1,1732.902611,1426.097389,TRUE,Thắng,x
Ninh,1740,Afterall,1483,1,1745.936525,1477.063475,TRUE,Thắng,0
Ragnar,1510,DAT93BP,1201,1,1514.622654,1196.377346,TRUE,Thắng,x
Ragnar,1510,DAT93BP,1201,1,1514.622654,1196.377346,TRUE,Thắng,x
Ragnar,1510,Vinam,1653,0,1500.237111,1662.762889,TRUE,Thua,x
Ragnar,1510,Vinam,1653,0,1500.237111,1662.762889,TRUE,Thua,x
Ninh,1740,Truongbaorong,1461,1,1745.348394,1455.651606,TRUE,Thắng,0
Ninh,1740,Truongbaorong,1461,1,1745.348394,1455.651606,TRUE,Thắng,0
Vinam,1653,Truongbaorong,1461,1,1660.960295,1453.039705,TRUE,Thắng,2
Lancelot,1619,TrungHoang,1427,1,1626.960295,1419.039705,TRUE,Thắng,x
Lancelot,1619,TrungHoang,1427,0,1594.960295,1451.039705,TRUE,Thua,x
Lancelot,1619,TrungHoang,1427,1,1626.960295,1419.039705,TRUE,Thắng,x
Truongbaorong,1461,TrungHoang,1427,0,1443.439221,1444.560779,TRUE,Thua,9
Truongbaorong,1461,TrungHoang,1427,1,1475.439221,1412.560779,TRUE,Thắng,9
Truongbaorong,1461,TrungHoang,1427,1,1475.439221,1412.560779,TRUE,Thắng,9
Moon,1728,Fervis,1671,0,1709.398353,1689.601647,TRUE,Thua,x
Moon,1728,Fervis,1671,1,1741.398353,1657.601647,TRUE,Thắng,x
Moon,1728,Fervis,1671,1,1741.398353,1657.601647,TRUE,Thắng,x
Lancelot,1619,DAT93BP,1201,1,1621.646433,1198.353567,TRUE,Thắng,0
Lancelot,1619,DAT93BP,1201,1,1621.646433,1198.353567,TRUE,Thắng,0
TrieuVoi,1507,Moon,1728,0,1499.995693,1735.004307,TRUE,Thua,x
Moon,1728,TrieuVoi,1507,1,1735.004307,1499.995693,TRUE,Thắng,x
Lancelot,1619,LichKing,1258,1,1622.559851,1254.440149,TRUE,Thắng,x
Ragnar,1510,Wisdom,1407,1,1521.390917,1395.609083,TRUE,Thắng,x
Ragnar,1510,Wisdom,1407,1,1521.390917,1395.609083,TRUE,Thắng,x
Lancelot,1619,LichKing,1258,1,1622.559851,1254.440149,TRUE,Thắng,x
Ichiban,1785,Vinam,1653,1,1795.197701,1642.802299,TRUE,Thắng,x
Ichiban,1785,Vinam,1653,1,1795.197701,1642.802299,TRUE,Thắng,x
Ninh,1740,Singlez,1819,1,1759.576656,1799.423344,TRUE,Thắng,1
Ninh,1740,Singlez,1819,0,1727.576656,1831.423344,TRUE,Thua,1
hoanguyen,1323,DAT93BP,1201,1,1333.601761,1190.398239,TRUE,Thắng,x
hoanguyen,1323,DAT93BP,1201,1,1333.601761,1190.398239,TRUE,Thắng,x
Lancelot,1619,Vinam,1653,0,1604.560779,1667.439221,TRUE,Thua,x
Lancelot,1619,Vinam,1653,0,1604.560779,1667.439221,TRUE,Thua,x
Vinam,1653,Ninh,1740,0,1640.924806,1752.075194,TRUE,Thua,x
Vinam,1653,Ninh,1740,1,1672.924806,1720.075194,TRUE,Thắng,x
Vinam,1653,Ninh,1740,0,1640.924806,1752.075194,TRUE,Thua,x
Wisdom,1407,DAT93BP,1201,1,1414.488171,1193.511829,TRUE,Thắng,x
Wisdom,1407,DAT93BP,1201,1,1414.488171,1193.511829,TRUE,Thắng,x
longnt,1548,Truongbaorong,1461,0,1528.075194,1480.924806,TRUE,Thua,x
longnt,1548,Truongbaorong,1461,1,1560.075194,1448.924806,TRUE,Thắng,x
longnt,1548,Truongbaorong,1461,1,1560.075194,1448.924806,TRUE,Thắng,x
Lancelot,1619,Singlez,1819,0,1611.311902,1826.688098,TRUE,Thua,x
Lancelot,1619,Singlez,1819,0,1611.311902,1826.688098,TRUE,Thua,x
longnt,1548,TrungHoang,1427,1,1558.642611,1416.357389,TRUE,Thắng,x
longnt,1548,TrungHoang,1427,1,1558.642611,1416.357389,TRUE,Thắng,x
Ninh,1740,Afterall,1483,0,1713.936525,1509.063475,TRUE,Thua,0
Ninh,1740,Afterall,1483,1,1745.936525,1477.063475,TRUE,Thắng,0
Ragnar,1510,Moon,1728,0,1502.900751,1735.099249,TRUE,Thua,x
Ragnar,1510,Moon,1728,0,1502.900751,1735.099249,TRUE,Thua,x
Moon,1728,Afterall,1483,1,1734.277807,1476.722193,TRUE,Thắng,x
Moon,1728,Afterall,1483,1,1734.277807,1476.722193,TRUE,Thắng,x
Ichiban,1785,Truongbaorong,1461,1,1789.291533,1456.708467,TRUE,Thắng,x
Ichiban,1785,Truongbaorong,1461,1,1789.291533,1456.708467,TRUE,Thắng,x
Ichiban,1785,Singlez,1819,1,1802.560779,1801.439221,TRUE,Thắng,x
Ichiban,1785,Singlez,1819,0,1770.560779,1833.439221,TRUE,Thua,x
Ichiban,1785,Singlez,1819,1,1802.560779,1801.439221,TRUE,Thắng,x
socnho,1505,LazyOldMan,1599,1,1525.22624,1578.77376,TRUE,Thắng,0
socnho,1505,LazyOldMan,1599,1,1525.22624,1578.77376,TRUE,Thắng,0
socnho,1505,TrungHoang,1427,1,1517.467122,1414.532878,TRUE,Thắng,x
socnho,1505,TrungHoang,1427,1,1517.467122,1414.532878,TRUE,Thắng,x
LazyOldMan,1599,gobo2k,1332,1,1604.663212,1326.336788,TRUE,Thắng,x
LazyOldMan,1599,gobo2k,1332,1,1604.663212,1326.336788,TRUE,Thắng,x
longnt,1548,gobo2k,1332,0,1523.163054,1356.836946,TRUE,Thua,x
longnt,1548,gobo2k,1332,1,1555.163054,1324.836946,TRUE,Thắng,x
longnt,1548,gobo2k,1332,1,1555.163054,1324.836946,TRUE,Thắng,x
Ichiban,1785,LazyOldMan,1599,1,1793.168627,1590.831373,TRUE,Thắng,0
Ichiban,1785,LazyOldMan,1599,1,1793.168627,1590.831373,TRUE,Thắng,0
gobo2k,1332,Ninh,1740,0,1329.210426,1742.789574,TRUE,Thua,0
gobo2k,1332,Ninh,1740,0,1329.210426,1742.789574,TRUE,Thua,0
Ragnar,1510,Ninh,1740,0,1503.275014,1746.724986,TRUE,Thua,x
Ragnar,1510,Ninh,1740,0,1503.275014,1746.724986,TRUE,Thua,x
Singlez,1819,GiaBao,1464,1,1822.670602,1460.329398,TRUE,Thắng,9
Singlez,1819,GiaBao,1464,1,1822.670602,1460.329398,TRUE,Thắng,9
longnt,1548,GiaBao,1464,1,1560.205308,1451.794692,TRUE,Thắng,9
longnt,1548,Moon,1728,1,1571.619489,1704.380511,TRUE,Thắng,0
longnt,1548,Moon,1728,0,1539.619489,1736.380511,TRUE,Thua,0
longnt,1548,Moon,1728,0,1539.619489,1736.380511,TRUE,Thua,0
Lancelot,1619,Ninh,1740,0,1608.357389,1750.642611,TRUE,Thua,1+
Ragnar,1510,gobo2k,1332,1,1518.451922,1323.548078,TRUE,Thắng,x
Ragnar,1510,gobo2k,1332,1,1518.451922,1323.548078,TRUE,Thắng,x
Ragnar,1510,Metallica,1657,0,1500.392621,1666.607379,TRUE,Thua,x
Ragnar,1510,Metallica,1657,1,1532.392621,1634.607379,TRUE,Thắng,x
Ragnar,1510,Metallica,1657,0,1500.392621,1666.607379,TRUE,Thua,x
Lancelot,1619,LazyOldMan,1599,0,1602.079982,1615.920018,TRUE,Thua,0
Lancelot,1619,LazyOldMan,1599,0,1602.079982,1615.920018,TRUE,Thua,0
Lancelot,1619,Chairma,1359,0,1592.853477,1385.146523,TRUE,Thua,x
Lancelot,1619,Chairma,1359,1,1624.853477,1353.146523,TRUE,Thắng,x
Lancelot,1619,Chairma,1359,1,1624.853477,1353.146523,TRUE,Thắng,x
Singlez,1819,SieuTitMit,1431,1,1822.097011,1427.902989,TRUE,Thắng,x
Singlez,1819,SieuTitMit,1431,1,1822.097011,1427.902989,TRUE,Thắng,x
Wisdom,1407,SieuTitMit,1431,1,1424.103486,1413.896514,TRUE,Thắng,x
Wisdom,1407,SieuTitMit,1431,0,1392.103486,1445.896514,TRUE,Thua,x
Wisdom,1407,SieuTitMit,1431,0,1392.103486,1445.896514,TRUE,Thua,x
Domi,1964,2Life,1377,1,1965.05462,1375.94538,TRUE,Thắng,x
Domi,1964,2Life,1377,1,1965.05462,1375.94538,TRUE,Thắng,x
Ninh,1740,Fervis,1671,0,1720.863559,1690.136441,TRUE,Thua,x
longnt,1548,SieuTitMit,1431,1,1558.80679,1420.19321,TRUE,Thắng,x
longnt,1548,SieuTitMit,1431,1,1558.80679,1420.19321,TRUE,Thắng,x
Lancelot,1619,Afterall,1483,0,1597.038392,1504.961608,TRUE,Thua,x
Lancelot,1619,Afterall,1483,0,1597.038392,1504.961608,TRUE,Thua,x
Fervis,1671,Metallica,1657,0,1654.355625,1673.644375,TRUE,Thua,x
Fervis,1671,Metallica,1657,1,1686.355625,1641.644375,TRUE,Thắng,x
Fervis,1671,Metallica,1657,0,1654.355625,1673.644375,TRUE,Thua,x
Ichiban,1785,Fervis,1671,1,1795.930735,1660.069265,TRUE,Thắng,x
Ichiban,1785,Fervis,1671,1,1795.930735,1660.069265,TRUE,Thắng,x
Lancelot,1619,Fervis,1671,1,1637.376967,1652.623033,TRUE,Thắng,0
Lancelot,1619,Fervis,1671,0,1605.376967,1684.623033,TRUE,Thua,0
Lancelot,1619,Fervis,1671,1,1637.376967,1652.623033,TRUE,Thắng,0
Lancelot,1619,osho,1788,0,1610.221941,1796.778059,TRUE,Thua,x
Lancelot,1619,osho,1788,0,1610.221941,1796.778059,TRUE,Thua,x
Domi,1964,DAT93BP,1201,1,1964.391119,1200.608881,TRUE,Thắng,x
Domi,1964,DAT93BP,1201,1,1964.391119,1200.608881,TRUE,Thắng,x
longnt,1548,DAT93BP,1201,1,1551.822926,1197.177074,TRUE,Thắng,0
longnt,1548,DAT93BP,1201,1,1551.822926,1197.177074,TRUE,Thắng,0
Domi,1964,Ragnar,1510,1,1966.184922,1507.815078,TRUE,Thắng,x
Domi,1964,Ragnar,1510,1,1966.184922,1507.815078,TRUE,Thắng,x
LazyOldMan,1599,SieuTitMit,1431,1,1607.814776,1422.185224,TRUE,Thắng,x
LazyOldMan,1599,SieuTitMit,1431,1,1607.814776,1422.185224,TRUE,Thắng,x
Ninh,1740,Fervis,1671,0,1720.863559,1690.136441,TRUE,Thua,x
Ninh,1740,Prac800ic,1297,1,1742.317405,1294.682595,TRUE,Thắng,0
Ninh,1740,Prac800ic,1297,1,1742.317405,1294.682595,TRUE,Thắng,0
osho,1788,Truongbaorong,1461,1,1792.227765,1456.772235,TRUE,Thắng,x
osho,1788,Truongbaorong,1461,1,1792.227765,1456.772235,TRUE,Thắng,x
socnho,1505,Daisy,1481,1,1519.896514,1466.103486,TRUE,Thắng,x
socnho,1505,Daisy,1481,1,1519.896514,1466.103486,TRUE,Thắng,x
LazyOldMan,1599,Truongbaorong,1461,1,1608.959246,1451.040754,TRUE,Thắng,x
LazyOldMan,1599,Truongbaorong,1461,0,1576.959246,1483.040754,TRUE,Thua,x
LazyOldMan,1599,Truongbaorong,1461,0,1576.959246,1483.040754,TRUE,Thua,x
socnho,1505,gobo2k,1332,1,1513.632147,1323.367853,TRUE,Thắng,x
socnho,1505,gobo2k,1332,1,1513.632147,1323.367853,TRUE,Thắng,x
longnt,1548,Prac800ic,1297,1,1554.105344,1290.894656,TRUE,Thắng,x
longnt,1548,Prac800ic,1297,1,1554.105344,1290.894656,TRUE,Thắng,x
Ninh,1740,DAT93BP,1201,1,1741.375829,1199.624171,TRUE,Thắng,x
Ninh,1740,DAT93BP,1201,1,1741.375829,1199.624171,TRUE,Thắng,x
Ragnar,1510,socnho,1505,0,1493.769757,1521.230243,TRUE,Thua,0
Ragnar,1510,socnho,1505,1,1525.769757,1489.230243,TRUE,Thắng,0
Ragnar,1510,socnho,1505,1,1525.769757,1489.230243,TRUE,Thắng,0
socnho,1505,hoanguyen,1323,1,1513.309491,1314.690509,TRUE,Thắng,0
socnho,1505,hoanguyen,1323,1,1513.309491,1314.690509,TRUE,Thắng,0
Domi,1964,Datmm09,1112,1,1964.235474,1111.764526,TRUE,Thắng,x
Domi,1964,Datmm09,1112,1,1964.235474,1111.764526,TRUE,Thắng,x
Ichiban,1785,Datmm09,1112,1,1785.65121,1111.34879,TRUE,Thắng,x
Ichiban,1785,Datmm09,1112,1,1785.65121,1111.34879,TRUE,Thắng,x
Lancelot,1619,Ninh,1740,0,1608.357389,1750.642611,TRUE,Thua,x
